Dominant_Emotion,Age,Daily_Usage_Time,Posts_Per_Day,Likes_Received_Per_Day,Comments_Received_Per_Day,Messages_Sent_Per_Day
Anger,28.114754098360656,90.08196721311475,3.7295081967213113,38.41803278688525,18.639344262295083,22.459016393442624
Anxiety,27.82051282051282,96.02564102564102,3.032051282051282,40.5,15.455128205128204,23.96794871794872
Boredom,30.23076923076923,63.38461538461539,1.5692307692307692,15.376923076923077,7.015384615384615,14.015384615384615
Happiness,27.9247311827957,151.29032258064515,5.768817204301075,76.40860215053763,27.102150537634408,32.89784946236559
Neutral,25.380434782608695,78.15217391304348,2.402173913043478,28.0,11.03804347826087,18.505434782608695
Sadness,26.34246575342466,83.97260273972603,3.0684931506849313,33.013698630136986,12.753424657534246,20.910958904109588
